Name,Image URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
Intel Core i9-14900KS,//cdna.pcpartpicker.com/static/forever/images/product/7f03744e2c593edbbf711b21d85c59b3.256p.jpg,$662.95 ,Intel,BX8071514900KS,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,24,3.2 GHz,6.2 GHz,2.4 GHz,4.5 GHz,32 MB,36 MB,150 W,None,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i3-12100F,//cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg,$94.98 ,Intel,BX8071512100F,Intel Core i3,Alder Lake,Alder Lake,LGA1700,4,3.3 GHz,4.3 GHz,,,5 MB,12 MB,58 W,None,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 7700,//cdna.pcpartpicker.com/static/forever/images/product/6e6bcad6744a6a7302394f2edf5a6e34.256p.jpg,$281.63 ,AMD,100-100000592BOX,AMD Ryzen 7,Zen 4,Raphael,AM5,8,3.6 GHz,5.3 GHz,,,8 MB,32 MB,65 W,Radeon,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
Intel Core i9-13900K,//cdna.pcpartpicker.com/static/forever/images/product/9ec7bf0f10e60c175e9b64c51bab7240.256p.jpg,$474.98 ,Intel,"BX8071513900K, i9-13900K",Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,3 GHz,5.8 GHz,2.2 GHz,4.3 GHz,32 MB,36 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Threadripper 3990X,//cdna.pcpartpicker.com/static/forever/images/product/7e2e7fecadc261c89c70cf3965a97a28.256p.jpg,"$4,255.00 ",AMD,100-100000163WOF,AMD Threadripper,Zen 2,Castle Peak,sTRX4,64,2.9 GHz,4.3 GHz,,,32 MB,256 MB,280 W,None,1024 GB,Yes,No,Boxed,7 nm,No,Yes
Intel Core i7-14700KF,//cdna.pcpartpicker.com/static/forever/images/product/92061d6108d4c4bf0deb77943506df11.256p.jpg,$363.99 ,Intel,BX8071514700KF,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,3.4 GHz,5.6 GHz,2.5 GHz,4.3 GHz,28 MB,33 MB,125 W,None,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i9-12900K,//cdna.pcpartpicker.com/static/forever/images/product/b9d3c68bbf713cdd1211f3792040ce95.256p.jpg,$334.00 ,Intel,BX8071512900K,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,3.2 GHz,5.2 GHz,2.4 GHz,3.9 GHz,14 MB,30 MB,125 W,Intel UHD Graphics 770,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 9 7900X3D,//cdna.pcpartpicker.com/static/forever/images/product/98c4874ed550e2bbcc2d29d67177ddc8.256p.jpg,$360.56 ,AMD,100-100000909WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,12,4.4 GHz,5.6 GHz,,,12 MB,128 MB,120 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
AMD Ryzen 5 4500,//cdna.pcpartpicker.com/static/forever/images/product/e1f3bf613a5651db6f394c8dd41f0f15.256p.jpg,$77.77 ,AMD,100-100000644BOX,AMD Ryzen 5,Zen 2,Renoir-X,AM4,6,3.6 GHz,4.1 GHz,,,3 MB,8 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 9 7950X,//cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg,$510.38 ,AMD,100-100000514WOF,AMD Ryzen 9,Zen 4,Raphael,AM5,16,4.5 GHz,5.7 GHz,,,16 MB,64 MB,170 W,Radeon,128 GB,Yes,No,Boxed,5 nm,No,Yes
Intel Core i5-14600K,//cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg,$305.99 ,Intel,BX8071514600K,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,3.5 GHz,5.3 GHz,2.6 GHz,4 GHz,20 MB,24 MB,125 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 3700X,//cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,$178.89 ,AMD,"Ryzen 7 3700X, 100-100000071BOX",AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.6 GHz,4.4 GHz,,,4 MB,32 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i7-13700KF,//cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg,$303.49 ,Intel,"BX8071513700KF, i7-13700KF",Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,3.4 GHz,5.4 GHz,2.5 GHz,4.2 GHz,24 MB,30 MB,125 W,None,192 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 7 5700G,//cdna.pcpartpicker.com/static/forever/images/product/f599944d7bed683e57062447764ce9d9.256p.jpg,$174.00 ,AMD,100-100000263BOX,AMD Ryzen 7,Zen 3,Cezanne,AM4,8,3.8 GHz,4.6 GHz,,,4 MB,16 MB,65 W,Radeon Vega 8,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 5700X3D,//cdna.pcpartpicker.com/static/forever/images/product/7945bbda871bfbf95a9138fd184f4a6e.256p.jpg,$229.00 ,AMD,100-100001503WOF,AMD Ryzen 7,Zen 3,Vermeer-X,AM4,8,3 GHz,4.1 GHz,,,4 MB,96 MB,105 W,None,128 GB,No,No,Boxed,7 nm,No,Yes
AMD Ryzen 5 7500F,/static/forever/img/no-image.png,,AMD,100-100000597BOX,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.7 GHz,5 GHz,,,6 MB,32 MB,65 W,None,128 GB,Yes,Yes,Boxed,5 nm,Yes,Yes
Intel Core i5-14600KF,//cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg,$294.00 ,Intel,BX8071514600KF,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,3.5 GHz,5.3 GHz,2.6 GHz,4 GHz,20 MB,24 MB,125 W,None,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
AMD Ryzen 9 5950X,//cdna.pcpartpicker.com/static/forever/images/product/1d7073a2deda3bd22963a7e248bbe3e4.256p.jpg,$363.44 ,AMD,100-100000059WOF,AMD Ryzen 9,Zen 3,Vermeer,AM4,16,3.4 GHz,4.9 GHz,,,8 MB,64 MB,105 W,None,128 GB,No,No,Boxed,7 nm,No,Yes
Intel Core i9-14900KF,//cdna.pcpartpicker.com/static/forever/images/product/c9117c605854e9387e57cd69ebca2415.256p.jpg,$509.14 ,Intel,BX8071514900KF,Intel Core i9,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,24,3.2 GHz,6 GHz,2.4 GHz,4.4 GHz,32 MB,36 MB,125 W,None,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i5-10400F,//cdna.pcpartpicker.com/static/forever/images/product/e5d8c71ba7c15404b87a7fcdf7251281.256p.jpg,$97.25 ,Intel,BX8070110400F,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,2.9 GHz,4.3 GHz,,,1.5 MB,12 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 4600G,//cdna.pcpartpicker.com/static/forever/images/product/29ffd579cd750d1f43cba3ba1c578d8c.256p.jpg,$90.00 ,AMD,100-100000147BOX,AMD Ryzen 5,Zen 2,Renoir,AM4,6,3.7 GHz,4.2 GHz,,,3 MB,8 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 5 2600,//cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,$150.00 ,AMD,YD2600BBAFBOX,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,3.4 GHz,3.9 GHz,,,3 MB,15.99 MB,65 W,None,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i5-12400,//cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,$158.03 ,Intel,BX8071512400,Intel Core i5,Alder Lake,Alder Lake,LGA1700,6,2.5 GHz,4.4 GHz,,,7.5 MB,18 MB,65 W,Intel UHD Graphics 730,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i7-8700K,//cdna.pcpartpicker.com/static/forever/images/product/d7dea28613ac935e748d330d16ffea69.256p.jpg,$193.00 ,Intel,BX80684I78700K,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.7 GHz,4.7 GHz,,,1.5 MB,12 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 8600G,//cdna.pcpartpicker.com/static/forever/images/product/b0f68ec390cecc98e1b988926131e707.256p.jpg,$228.99 ,AMD,100-100001237BOX,AMD Ryzen 5,Zen 4,Phoenix 1,AM5,6,4.3 GHz,5 GHz,,,6 MB,16 MB,65 W,Radeon 760M,,No,Yes,Boxed,4 nm,Yes,Yes
Intel Core i9-13900KF,//cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,$464.99 ,Intel,"BX8071513900KF, i7-13900KF",Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,3 GHz,5.8 GHz,2.2 GHz,4.3 GHz,32 MB,36 MB,125 W,None,192 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i3-10100F,//cdna.pcpartpicker.com/static/forever/images/product/1b6a8775e713620ebc864fb7bcc38ce5.256p.jpg,$70.56 ,Intel,BX8070110100F,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.6 GHz,4.3 GHz,,,1 MB,6 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Threadripper 3970X,//cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,"$1,675.00 ",AMD,100-100000011WOF,AMD Threadripper,Zen 2,Castle Peak,sTRX4,32,3.7 GHz,4.5 GHz,,,16 MB,128 MB,280 W,None,512 GB,Yes,No,Boxed,7 nm,No,Yes
Intel Core i7-14700F,//cdna.pcpartpicker.com/static/forever/images/product/367d869b80f32e8faa3075378677e28e.256p.jpg,$369.00 ,Intel,BX8071514700F,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,2.1 GHz,5.4 GHz,1.5 GHz,4.2 GHz,28 MB,33 MB,65 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 5 3600X,//cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,$210.00 ,AMD,"Ryzen 5 3600X, 100-100000022BOX",AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.8 GHz,4.4 GHz,,,3 MB,32 MB,95 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
AMD Ryzen 7 2700X,//cdna.pcpartpicker.com/static/forever/images/product/4e84967ef18c9b42e543b58c836d73ef.256p.jpg,$210.00 ,AMD,YD270XBGAFBOX,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,8,3.7 GHz,4.3 GHz,,,4 MB,16 MB,105 W,None,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i9-9900K,//cdna.pcpartpicker.com/static/forever/images/product/76f85d74fb4d0e2cc31f940bee5905c4.256p.jpg,$405.00 ,Intel,BX80684I99900K,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,5 GHz,,,2 MB,16 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 7500F,//cdna.pcpartpicker.com/static/forever/images/product/521c4c2de515ace1e8bb11575e797393.256p.jpg,,AMD,100-000000597,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.7 GHz,5 GHz,,,6 MB,32 MB,65 W,None,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
Intel Core i3-14100F,//cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,$119.98 ,Intel,BX8071514100F,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,3.5 GHz,4.7 GHz,,,5 MB,12 MB,58 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i7-10700K,//cdna.pcpartpicker.com/static/forever/images/product/6a40f9732bef504af112c33a980482b2.256p.jpg,$247.25 ,Intel,BX8070110700K,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,3.8 GHz,5.1 GHz,,,2 MB,16 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-11400F,//cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,$115.98 ,Intel,BX8070811400F,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,2.6 GHz,4.4 GHz,,,3 MB,12 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 9 3900X,//cdna.pcpartpicker.com/static/forever/images/product/14adcd1fc88ebf386b746037c966b6af.256p.jpg,$395.00 ,AMD,"Ryzen 9 3900X, 100-100000023BOX",AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.6 GHz,,,6 MB,64 MB,105 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i5-13500,//cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,$244.85 ,Intel,BX8071513500,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,2.5 GHz,4.8 GHz,1.8 GHz,3.5 GHz,11.5 MB,24 MB,65 W,Intel UHD Graphics 770,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i9-12900KF,//cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg,$272.98 ,Intel,BX8071512900KF,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,3.2 GHz,5.2 GHz,2.4 GHz,3.9 GHz,14 MB,30 MB,125 W,None,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-12700F,//cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,$249.99 ,Intel,BX8071512700F,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,2.1 GHz,4.9 GHz,1.6 GHz,3.6 GHz,12 MB,25 MB,65 W,None,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i3-13100F,//cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg,$109.99 ,Intel,BX8071513100F,Intel Core i3,Raptor Lake,Raptor Lake,LGA1700,4,3.4 GHz,4.5 GHz,,,5 MB,12 MB,58 W,None,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i5-9400F,//cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,$94.99 ,Intel,BX80684I59400F,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.9 GHz,4.1 GHz,,,1.5 MB,9 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-6700K,//cdna.pcpartpicker.com/static/forever/images/product/614a9c530cce56d1fafbc5ba97920ab1.256p.jpg,$180.00 ,Intel,BX80662I76700K,Intel Core i7,Skylake,Skylake-S,LGA1151,4,4 GHz,4.2 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 530,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/1cde5220cfb0f1e964dec5e5a9f2531d.256p.jpg,,AMD,100-100000031SBX,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,32 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i9-13900KS,//cdna.pcpartpicker.com/static/forever/images/product/4129af6f0163dfd9dad75e57aae5a99d.256p.jpg,$589.99 ,Intel,BX8071513900KS,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,3 GHz,6 GHz,2.4 GHz,4.3 GHz,32 MB,36 MB,150 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-13700F,//cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,$349.98 ,Intel,BX8071513700F,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,2.1 GHz,5.2 GHz,1.5 GHz,4.1 GHz,24 MB,30 MB,65 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 3800X,//cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,$285.00 ,AMD,"Ryzen 7 3800X, 100-100000025BOX",AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.9 GHz,4.5 GHz,,,4 MB,32 MB,105 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i7-11700K,//cdna.pcpartpicker.com/static/forever/images/product/41358d31a00cc8fb673bfa7716ea9498.256p.jpg,$233.00 ,Intel,BX8070811700K,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA1200,8,3.6 GHz,5 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 3400G,//cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,$110.99 ,AMD,"Ryzen 5 3400G, YD3400C5FHBOX",AMD Ryzen 5,Zen+,Picasso,AM4,4,3.7 GHz,4.2 GHz,,,2 MB,4 MB,65 W,Radeon Vega 11,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i5-9600K,//cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,$137.00 ,Intel,BX80684I59600K,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.7 GHz,4.6 GHz,,,1.5 MB,9 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,No
Intel Core i9-11900K,//cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,$257.99 ,Intel,BX8070811900K,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA1200,8,3.5 GHz,5.3 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-10400,//cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,$130.00 ,Intel,BX8070110400,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,2.9 GHz,4.3 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6500,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,$67.00 ,Intel,BX80662I56500,Intel Core i5,Skylake,Skylake-S,LGA1151,4,3.2 GHz,3.6 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-8700,//cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,$200.00 ,Intel,BX80684I78700,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.2 GHz,4.6 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i9-10900K,//cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,$440.00 ,Intel,BX8070110900K,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,3.7 GHz,5.3 GHz,,,2.5 MB,20 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 3 3100,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,$170.00 ,AMD,100-100000284BOX,AMD Ryzen 3,Zen 2,Matisse,AM4,4,3.6 GHz,3.9 GHz,,,2 MB,16 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i3-14100,//cdna.pcpartpicker.com/static/forever/images/product/6223ba14f014fd7676c220371025fb71.256p.jpg,$149.00 ,Intel,BX8071514100,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,3.5 GHz,4.7 GHz,,,5 MB,12 MB,60 W,Intel UHD Graphics 730,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i5-8400,//cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg,$128.04 ,Intel,BX80684I58400,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.8 GHz,4 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 5 5500GT,//cdna.pcpartpicker.com/static/forever/images/product/65f2a2e1999cd06b510b8ee145a2c14f.256p.jpg,$115.00 ,AMD,100-100001489BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.6 GHz,4.4 GHz,,,3 MB,16 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i3-10305,//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,$169.99 ,Intel,BX8070110305,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.8 GHz,4.5 GHz,,,1 MB,8 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Athlon II X4 620,/static/forever/img/no-image.png,$59.49 ,AMD,ADX620WFK42GI,AMD Athlon II X4,K10,Propus,AM3,4,2.6 GHz,,,,2 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium G620,https://images-na.ssl-images-amazon.com/images/I/418bChWX5VL.jpg,,Intel,BX80623G620,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.6 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1220 V2,https://m.media-amazon.com/images/I/51CiV9l89cL.jpg,,Intel,BX80637E31220V2,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,3.1 GHz,,,,1 MB,8 MB,69 W,None,,Yes,Yes,Boxed,22 nm,Yes,No
AMD FX-4130,https://images-na.ssl-images-amazon.com/images/I/51DkEIGpOgL.jpg,,AMD,FD4130FRGUBOX,AMD FX,Bulldozer,Zambezi,AM3+,4,3.8 GHz,,,,4 MB,4 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1265L V3,//cdna.pcpartpicker.com/static/forever/images/product/94cc664d82a261d747453c29da5a9130.256p.jpg,$398.95 ,Intel,CM8064601467406,Intel Xeon E3,Haswell,Haswell,LGA1150,4,2.5 GHz,3.7 GHz,,,1 MB,8 MB,45 W,Intel HD Graphics,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core i3-7300,https://m.media-amazon.com/images/I/41L0lqyTYkL.jpg,,Intel,BX80677I37300,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E5-2650L V4,/static/forever/img/no-image.png,,Intel,CM8066002033006,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,14,1.7 GHz,2.5 GHz,,,3.5 MB,35 MB,65 W,None,1536 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-8600T,//cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,,Intel,CM8068403358708,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.3 GHz,3.7 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i3-9350K,//cdna.pcpartpicker.com/static/forever/images/product/f50b7e267212207b24b39b85ec8e5b47.256p.jpg,,Intel,BX80684I39350K,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4 GHz,4.6 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 630,64 GB,Yes,No,Boxed,14 nm,No,No
Intel Core i5-9600T,//cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,,Intel,CM8068403358709,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.3 GHz,3.9 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i3-2120T,https://m.media-amazon.com/images/I/51O3T1mHxtL.jpg,$60.00 ,Intel,BX80623I32120T,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,2.6 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E-2176G,//cdna.pcpartpicker.com/static/forever/images/product/16c5639a1b2ee40e36e80bfb3a2035a6.256p.jpg,$844.02 ,Intel,CM8068403380018,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,3.7 GHz,4.7 GHz,,,1.5 MB,12 MB,80 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-940,https://m.media-amazon.com/images/I/51fCPyaVymL.jpg,$149.94 ,Intel,BX80601940,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.93 GHz,,,,1 MB,8 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
