title,price,rating,image,screen_size,screen_resolution,max_screen_resolution,processor,num_processors,ram,memory_type,graphics_coprocessor,chipset_brand,hard_drive,flash_memory_size,hard_drive_interface,wireless_type,num_usb_3_ports,operating_system,item_weight,product_dimensions,brand,series,model_number
"Acer Nitro 14 Gaming Laptop | AMD Ryzen 7 8845HS Octa-Core AI Capable Processor | NVIDIA GeForce RTX 4060 Laptop GPU | 14.5"" WUXGA IPS 120Hz Display | 16GB LPDDR5X | 512GB SSD | WiFi 6E | AN14-41-R74Z","1,249.",3.9 out of 5 stars,https://m.media-amazon.com/images/I/41262WONsxL.jpg; https://m.media-amazon.com/images/I/51o3zmtpPUL.jpg; https://m.media-amazon.com/images/I/51Jtrhypd0L.jpg; https://m.media-amazon.com/images/I/51nT-ozjbHL.jpg; https://m.media-amazon.com/images/I/41H4DyjxmmL.jpg; https://m.media-amazon.com/images/I/51mI0A9wRuL.jpg,14.5 Inches,1920 x 1200 pixels,1920x1200,3.8 GHz ryzen_7,8,16 GB LPDDR5X,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,SSD,512 GB,PCIE x 16,"Bluetooth, 802.11ax",4,Windows 11 Home,4.45 pounds,12.76 x 0.8 x 10.07 inches,acer,Nitro 14 AN14-41-R74Z,NH.QQLAA.001
"acer Aspire 3 Laptop | 15.6"" Full HD IPS Touch Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6 | Windows 11 Home Steam Blue",399.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/41txF12fCHL.jpg; https://m.media-amazon.com/images/I/21i6Tui-2UL.jpg; https://m.media-amazon.com/images/I/216SHLuQPQL.jpg; https://m.media-amazon.com/images/I/41cFOnobUJL.jpg; https://m.media-amazon.com/images/I/31X9mhCs1GL.jpg; https://m.media-amazon.com/images/I/21OwXvg1-hL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz ryzen_5,4,8 LPDDR5,DDR DRAM,AMD Radeon Graphics,AMD,512 GB SSD,,ATA,,,Windows 11 Home,7.15 pounds,14.29 x 0.74 x 9.35 inches,acer,Aspire3,Aspire3
"acer Aspire 5 A514-55 A514-55-578C 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 8 GB Total RAM - 512 GB SSD",445.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/31rZ+jxMK3L.jpg,14 Inches,1920 x 1080,1920 x 1080 Pixels,1.3 GHz core_i5,1,,DIMM,Intel Iris Xe Graphics,Intel,512 GB SSD,,SATA 6 GB/s,"802.11a/b/g/n/ac, Bluetooth",,Windows 11 Home,4.7 pounds,8.7 x 12.9 x 0.7 inches,acer,Aspire 5 A514-55,A514-55-578C
Acer Chromebook 315 Google Laptop| 15.6 HD IPS Display| 4G 128GB eMMC+128GB Portable SSD| Intel Pentium N6000 | Wi-Fi 6 |Numeric Keyboard |USB C |Long Battery Life| Webcam| 2024,189.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/51OLvogm5GL.jpg; https://m.media-amazon.com/images/I/5184XFGK2iL.jpg; https://m.media-amazon.com/images/I/51+nS7ETY+L.jpg; https://m.media-amazon.com/images/I/51lVCRcTjqL.jpg; https://m.media-amazon.com/images/I/51JEFHEz9VL.jpg; https://m.media-amazon.com/images/I/51ixoISH+dL.jpg; https://m.media-amazon.com/images/I/51mMAsbkLmL.jpg,15.6 Inches,1920 x 1080 pixels,1366x768,3.3 GHz pentium_m,4,4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB Emmc,64 GB,Solid State,802.11ax,3,Chrome OS,3.59 pounds,14.4 x 9.9 x 0.8 inches,acer,Acer Chromebook 315,
"Acer Chromebook 516 GE Cloud Gaming Laptop with Google AI – 16.0"" WQXGA 2560x1600 100% sRGB 120Hz IPS | Intel Core i5-1240P | 16GB LPDDR4X | 256GB Gen 4 SSD | Wi-Fi 6E | Chrome OS | CBG516-1H-53TD",599.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41-FOsyagNL.jpg; https://m.media-amazon.com/images/I/41j9L5CrPOL.jpg; https://m.media-amazon.com/images/I/31GFtuUg8DL.jpg; https://m.media-amazon.com/images/I/31fbUhpaO2L.jpg; https://m.media-amazon.com/images/I/31FWGsaV5UL.jpg; https://m.media-amazon.com/images/I/21lK77gdllL.jpg,16 Inches,2560 x 1600 pixels,2560x1600,1.7 GHz core_i5_1240p,12,16 GB LPDDR4X,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,256 GB SSD,256 GB,,"Bluetooth, 802.11ax",3,Chrome OS,3.75 pounds,14.04 x 0.84 x 9.83 inches,acer,Chromebook 516 GE,CBG516-1H-53TD
"acer Chromebook 315 Laptop, 15.6"" HD Anti-Glare Display, Intel Pentium N6000, 4GB LPDDR4X, 288GB Storage(128GB eMMC + 160GB Docking Station Set), UHD Graphics, Num Pad, Wi-Fi 6, Chrome OS, Silver",349.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41GmAdspGLL.jpg; https://m.media-amazon.com/images/I/51UXVi+sM5L.jpg; https://m.media-amazon.com/images/I/51uvKsCpojL.jpg; https://m.media-amazon.com/images/I/517cNyGEgUL.jpg; https://m.media-amazon.com/images/I/51zQcMH6hML.jpg; https://m.media-amazon.com/images/I/519eBKxT1cL.jpg; https://m.media-amazon.com/images/I/51lycontuAL.jpg,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,1.16 GHz pentium,4,4 GB LPDDR4X,DDR4 SDRAM,Intel UHD Graphics,,128 GB Emmc,4 GB,Solid State,802.11ax,,Chrome OS,3.53 pounds,14.42 x 9.61 x 0.79 inches,acer,Acer Chromebook 315,Acer Chromebook 315
"Acer Chromebook Spin 714 CP714-1WN-53M9 Laptop Intel Evo Intel Core i5-1235U 14"" 1920x1200 IPS Touch Display 8GB LPDDR4X 256GB SSD Wi-Fi 6E FHD MIPI Webcam Backlit Keyboard Chrome OS",575.,3.6 out of 5 stars,https://m.media-amazon.com/images/I/31Iuq214A+L.jpg; https://m.media-amazon.com/images/I/31tCXPx9s3L.jpg; https://m.media-amazon.com/images/I/41xvVvKK+FL.jpg; https://m.media-amazon.com/images/I/41IqYTrzUdL.jpg; https://m.media-amazon.com/images/I/41y5DJpTR5L.jpg; https://m.media-amazon.com/images/I/311JhmNl0BL.jpg; https://m.media-amazon.com/images/I/41Z3AT8nq7L.jpg,14 Inches,1920 x 1200 pixels,1920x1200,1.7 GHz core_i5_1235u,10,8 GB LPDDR4X,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,256 GB SSD,256 GB,,"Bluetooth, 802.11ax",3,Chrome OS,3.09 pounds,12.31 x 0.71 x 8.82 inches,acer,Acer Chromebook Spin 714 CP714-1WN-53M9,NX.K3YAA.001
"Acer Aspire 5 A515-45-R8K1 Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 7 5700U Octa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 512GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home",589.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41bs60aUTqL.jpg; https://m.media-amazon.com/images/I/51eTe8gjlsS.jpg; https://m.media-amazon.com/images/I/51OlHiJrDHS.jpg; https://m.media-amazon.com/images/I/51BmIr9QblS.jpg; https://m.media-amazon.com/images/I/41H6SvjSPpL.jpg; https://m.media-amazon.com/images/I/31dmIC0248L.jpg; https://m.media-amazon.com/images/I/31SSn4hbALL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.3 GHz ryzen_7,8,8 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,512 GB SSD,512 GB,USB 3.2,"Bluetooth, 802.11ax",3,Windows,3.88 pounds,14.31 x 9.86 x 0.71 inches,acer,A515-45-R8K1,NX.A84AA.003
"acer Chromebook Plus 14” Touchscreen Laptop | Intel Core i3-N305 | Intel UHD Graphics | Wi-Fi | Bluetooth | 8GB RAM DDR5 | 512GB SSD | Chrome OS | Bundle with Stylus Pen, Grey",699.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/31jD-F870pL.jpg; https://m.media-amazon.com/images/I/41fRTKj0QYL.jpg; https://m.media-amazon.com/images/I/41hJnxJnHiL.jpg; https://m.media-amazon.com/images/I/31Mrrvj41-L.jpg; https://m.media-amazon.com/images/I/41nsih2MvcL.jpg; https://m.media-amazon.com/images/I/21bgQqDte2L.jpg,14 Inches,,1920 x 1080 Pixels,1.8 GHz core_i3,8,8 GB LPDDR5,DDR5 RAM,Intel UHD Graphics,Intel,512 GB SSD,512 GB,Serial ATA,Bluetooth,,Chrome OS,3.15 pounds,12.87 x 8.86 x 0.81 inches,acer,Acer Chromebook,Acer Chromebook
"acer Nitro V ANV15 2024 Gaming Laptop 15.6"" FHD IPS 144Hz 10-Core Intel i7-13620H 16GB DDR5 512GB SSD NVIDIA GeForce RTX 4060 8GB Thunderbolt 4 Wi-Fi 6 Backlit Keyboard Win11 Home w/ONT 32GB USB",899.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41IKj7NPzRL.jpg; https://m.media-amazon.com/images/I/31NnF+RTjyL.jpg; https://m.media-amazon.com/images/I/310MYaLfN3L.jpg; https://m.media-amazon.com/images/I/41q2y-DTgiL.jpg; https://m.media-amazon.com/images/I/31EzNJl9BBL.jpg; https://m.media-amazon.com/images/I/21q4izC7z-L.jpg; https://m.media-amazon.com/images/I/21r4Wyn2VtL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,2.4 GHz,10,16 GB DDR5,DDR5 SDRAM,NVIDIA GeForce RTX 4060,NVIDIA,512 GB SSD,512 GB,PCIE x 4,802.11ax,3,Windows 11 Home,4.66 pounds,14.26 x 9.44 x 0.93 inches,acer,Nitro V ANV15,ANV15-51-789J-CTO
"acer Nitro V Gaming Laptop, 15.6"" FHD IPS Display, 144Hz, AMD Ryzen 5 7535HS, 6 Cores, GeForce RTX 4050, 16GB DDR5, 1TB SSD, Obsidian Black, Windows 11, BK, Laptop Bag, TWE Mouse Pad & Mouse",779.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41Jz+S0mulL.jpg; https://m.media-amazon.com/images/I/51GDDiipBjL.jpg; https://m.media-amazon.com/images/I/510GEHPW8wL.jpg; https://m.media-amazon.com/images/I/51Sbgsd25iL.jpg; https://m.media-amazon.com/images/I/41e-I0SB8rL.jpg; https://m.media-amazon.com/images/I/51KuJJPrPOL.jpg; https://m.media-amazon.com/images/I/21oFOY9ZvCL.jpg,15.6 Inches,,1920 x 1080 Pixels,3.3 GHz amd_r_series,6,16 GB,DDR5 SDRAM,NVIDIA GeForce RTX 4050,AMD,1 TB SSD,,Solid State,,,Windows 11,6 pounds,14.26 x 9.44 x 0.98 inches,acer,Acer Nitro V Gaming Laptop,AMD
"Acer Swift Go 14 Thin & Light Laptop | 14"" 2.2K 2240 x 1400 100% sRGB Display | Intel Core i5-1335U | Intel Iris Xe Graphics | 8GB LPDDR5 | 512GB Gen 4 SSD | Intel WiFi 6E AX211 | SFG14-71-52TV",549.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41nPYo6wDKL.jpg; https://m.media-amazon.com/images/I/511wVfRT+-L.jpg; https://m.media-amazon.com/images/I/51-Ykkd+wHL.jpg; https://m.media-amazon.com/images/I/514rD52BpTL.jpg; https://m.media-amazon.com/images/I/51b8TGLbCCL.jpg; https://m.media-amazon.com/images/I/61USBLw28GL.jpg,14 Inches,2240 x 1400 pixels,2240x1400,4.6 GHz apple_ci5,10,8 GB LPDDR5,DDR5 RAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,,"Bluetooth, 802.11ax",4,Windows 11 Home,2.76 pounds,12.32 x 0.59 x 8.58 inches,acer,Swift Go 14,NX.KF7AA.001
"Acer Swift Go 14 Intel Evo Thin & Light Laptop | 14"" 1920 x 1200 100% sRGB Touch Display | Intel Core i7-13700H | Intel Iris Xe | 16GB LPDDR5 | 512GB Gen 4 SSD | Killer WiFi 6E AX1675 | SFG14-71T-71SZ",749.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/416tilyYZGL.jpg; https://m.media-amazon.com/images/I/51znTkrAUwL.jpg; https://m.media-amazon.com/images/I/51k-BEKGCAL.jpg; https://m.media-amazon.com/images/I/514rD52BpTL.jpg; https://m.media-amazon.com/images/I/51b8TGLbCCL.jpg; https://m.media-amazon.com/images/I/61USBLw28GL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,5 GHz apple_ci7,14,16 GB LPDDR5,DDR5 RAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,,"Bluetooth, 802.11ax",4,Windows 11 Home,2.76 pounds,12.32 x 0.59 x 8.58 inches,acer,Swift Go 14,NX.KF5AA.003
"Acer Nitro 17 Gaming Laptop | AMD Ryzen 5 8645HS Hexa-Core AI Capable Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 17.3"" FHD IPS 165Hz Display | 16GB DDR5 | 512GB SSD | Wi-Fi 6E | AN17-42-R61S","1,166.",4.3 out of 5 stars,https://m.media-amazon.com/images/I/41LJL78lqnL.jpg; https://m.media-amazon.com/images/I/51Y-BoN6RAL.jpg; https://m.media-amazon.com/images/I/51MVVzaydSL.jpg; https://m.media-amazon.com/images/I/51n40kfuw5L.jpg; https://m.media-amazon.com/images/I/41bXXdh0jML.jpg; https://m.media-amazon.com/images/I/31N-mw-JV-L.jpg,17.3 Inches,1920 x 1080 pixels,1920x1080,4.3 GHz ryzen_5,6,16 GB DDR5,,NVIDIA GeForce RTX 4050,NVIDIA,SSD,512 GB,,"Bluetooth, 802.11ax",4,Windows 11 Home,6.83 pounds,15.76 x 1.1 x 11.55 inches,acer,Nitro 17 AN17-42-R61S,NH.QPBAA.001
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Intel Wi-Fi 6 | Backlit Keyboard",598.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/41CJmPIJ2uL.jpg; https://m.media-amazon.com/images/I/51Phi5HDppS.jpg; https://m.media-amazon.com/images/I/51Gwbu58fvS.jpg; https://m.media-amazon.com/images/I/41Abty+hEWS.jpg; https://m.media-amazon.com/images/I/41K3SMIBpJL.jpg; https://m.media-amazon.com/images/I/51I1uEkz6cS.jpg,15.6 Inches,1920 x 1080,1920x1080,4.5 GHz core_i5,4,8 GB DDR4,DDR4 SDRAM,NVIDIA GeForce RTX 3050,NVIDIA,256 GB SSD,256,Solid State,Bluetooth,4,Windows 11 Home,5.07 pounds,10.04 x 14.31 x 0.94 inches,acer,Acer Nitro 5 AN515-55-53E5,AN515-55-53E5
"acer Predator Helios Neo Gaming Laptop, 16"" WQXGA 165Hz Display, Intel Core i7-13700HX(16-core), RTX 4050, 32GB DDR5 RAM, 2TB SSD, Backlit Keyboard, Windows 11 Pro & Microsoft Office Lifetime License","2,999.",4.7 out of 5 stars,https://m.media-amazon.com/images/I/41pyhx8ERJL.jpg; https://m.media-amazon.com/images/I/31IsA1DYH-L.jpg; https://m.media-amazon.com/images/I/11oet2m4-vL.jpg; https://m.media-amazon.com/images/I/21LPb222-wL.jpg; https://m.media-amazon.com/images/I/216+2pFvUKL.jpg; https://m.media-amazon.com/images/I/21cUqHLm5TL.jpg,16 Inches,,1920x1200 Pixels,5 GHz core_i7,16,DDR5,DDR5 RAM,NVIDIA GeForce RTX 4050,NVIDIA,2 TB SSD,,,802.11ax,5,Windows 11 Pro,5.73 pounds,14.18 x 1.11 x 11.02 inches,acer,Acer Predator,Acer Predator
"Acer Aspire 5 A515-45-R74Z Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 5 5500U Hexa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home",513.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41lPpfcqm+L.jpg; https://m.media-amazon.com/images/I/51Tc6QD2z0S.jpg; https://m.media-amazon.com/images/I/51tpMmeNgjL.jpg; https://m.media-amazon.com/images/I/51BmIr9QblS.jpg; https://m.media-amazon.com/images/I/41H6SvjSPpL.jpg; https://m.media-amazon.com/images/I/31dmIC0248L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4 GHz amd_ryzen_5_5500u,6,8 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,256 GB SSD,256 GB,USB 3.2,"Bluetooth, 802.11ax",3,Windows 11,3.88 pounds,14.31 x 9.86 x 0.71 inches,acer,Aspire 5,NX.A84AA.005
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",329.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/41vMYgD92xL.jpg; https://m.media-amazon.com/images/I/51gXsXwdbcL.jpg; https://m.media-amazon.com/images/I/51FFQpin2JL.jpg; https://m.media-amazon.com/images/I/41iOxQN6I9L.jpg; https://m.media-amazon.com/images/I/51YOOn2vKoL.jpg; https://m.media-amazon.com/images/I/51CVXs285AL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080,3.52 GHz ryzen_3_3200u,2,4 GB DDR4,DDR4 SDRAM,AMD Radeon Vega 3,AMD,128 GB SSD,128,Solid State,802.11ac,1,Windows 10 Home,3.97 pounds,14.31 x 9.74 x 0.71 inches,acer,Aspire 5,A515-43-R19L
"acer Aspire 3 Thin & Light Laptop | 15.6"" Full HD IPS Touch Display | AMD Ryzen 5 7520U | 8GB RAM DDR5 | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | Bundle with 64GB USB Flash Drive",439.,3.0 out of 5 stars,https://m.media-amazon.com/images/I/41ZTD0kxWXL.jpg; https://m.media-amazon.com/images/I/41YFYXXq+zL.jpg; https://m.media-amazon.com/images/I/41rm6nfHMXL.jpg; https://m.media-amazon.com/images/I/41yp2WAo9HL.jpg; https://m.media-amazon.com/images/I/31nB10+ri3L.jpg; https://m.media-amazon.com/images/I/216hK0AZ5mL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz ryzen_5,4,8 GB DDR5,DDR5 RAM,NVIDIA GeForce GTX 1660Ti,NVIDIA,512 GB SSD,,Serial ATA,"Bluetooth, 802.11ax",,Windows 11 Home,5.07 pounds,14.29 x 9.35 x 0.74 inches,acer,Acer Aspire,Acer Aspire
"Acer Aspire 16 AI Ready Laptop | 16"" WUXGA 1920 x 1200 IPS Display | Intel Core Ultra 7 Processor 155U | Intel Graphics | 32GB LPDDR5X | 1TB Gen4 SSD | Wi-Fi 6E | Windows 11 Home | A16-71M-767Z",999.,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41m+oryNBiL.jpg; https://m.media-amazon.com/images/I/41aYudcr4HL.jpg; https://m.media-amazon.com/images/I/31IvNTS-ptL.jpg; https://m.media-amazon.com/images/I/41Y-z4i5-yL.jpg; https://m.media-amazon.com/images/I/413+IQfqt5L.jpg; https://m.media-amazon.com/images/I/11DHbcfLVjL.jpg; https://m.media-amazon.com/images/I/11fe3hEt4fL.jpg,16 Inches,,1920x1200,1.7 GHz intel_core_ultra_7,12,LPDDR5X,,,Intel,1 TB,1 TB,,"Bluetooth, 802.11ax",4,Windows 11 Home,3.62 pounds,14.16 x 0.7 x 9.97 inches,acer,Aspire 16,A16-71M-767Z
"Acer Swift 14 AI Copilot+ PC | 14"" WUXGA 16:10 Touch Display | Intel Core Ultra 7 Processor 258V | Evo Edition | Intel ARC 140V | 32GB LPDDR5X | 1TB Gen 4 SSD | Killer Wi-Fi 7 | SF14-51T-75AF","1,299.",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41x1eC5+2AL.jpg; https://m.media-amazon.com/images/I/41vjzPJk40L.jpg; https://m.media-amazon.com/images/I/51RlvDrNOrL.jpg; https://m.media-amazon.com/images/I/51LNMNXrSeL.jpg; https://m.media-amazon.com/images/I/41rQmz9LORL.jpg; https://m.media-amazon.com/images/I/41aW+INeleL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,2.2 GHz intel_core_ultra_7,8,32 GB LPDDR5X,DDR5 RAM,,Intel,1 TB SSD,1 TB,PCIE x 4,"Bluetooth, 802.11ax",4,Windows 11 Home,2.95 pounds,12.3 x 0.63 x 8.71 inches,acer,Acer Swift 14 AI Copilot+ PC,SF14-51T-75AF
"Acer Swift Go 14 Laptop | 14"" 1920 x 1200 Touch Display | Unlock AI Experiences | AMD Ryzen 7 8845HS Octa-Core Ryzen AI Capable Processor | 16GB LPDDR5X | 1TB PCIe Gen 4 SSD | SFG14-63T-R1F4",899.,3.0 out of 5 stars,https://m.media-amazon.com/images/I/41p7OoSB0VL.jpg; https://m.media-amazon.com/images/I/51GI9i17jnL.jpg; https://m.media-amazon.com/images/I/51hMo2WERTL.jpg; https://m.media-amazon.com/images/I/51PiZYxr3AL.jpg; https://m.media-amazon.com/images/I/41Ak-Sn0QML.jpg; https://m.media-amazon.com/images/I/41on+nSWqyL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,3.8 GHz ryzen_7,8,16 LPDDR5X,DDR4 SDRAM,AMD Radeon 780M,AMD,SSD,512 GB,Solid State,"5 GHz Radio Frequency, Bluetooth, 2.4 GHz Radio Frequency",4,Windows 11 Home,2.76 pounds,12.32 x 0.59 x 8.58 inches,acer,Acer Swift Go 14 SFG14-63T-R1F4,NX.KUDAA.002
"Acer Chromebook Spin 714 14"" Touchscreen FHD+ 2-in-1 Laptop, 13th Gen Intel 10-Core i5-1335U (Beat i7-1270P), 8GB LPDDR4X RAM, 256GB PCIe SSD, WiFi 6, Bluetooth 5.2, Backlit Keyboard, Chrome OS, BROAG",552.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/51yoBCxd0gL.jpg; https://m.media-amazon.com/images/I/513-wrTo9sL.jpg; https://m.media-amazon.com/images/I/41n0QnFypfL.jpg; https://m.media-amazon.com/images/I/410ISPIyX2L.jpg; https://m.media-amazon.com/images/I/41u03LfnMmL.jpg; https://m.media-amazon.com/images/I/31K6R5y-W7L.jpg; https://m.media-amazon.com/images/I/51d0s4OINjL.jpg,14 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,1.3 GHz apple_ci5,10,8 GB LPDDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,256 GB SSD,,PCIE x 4,802.11ax,1,Chrome OS,3.09 pounds,12.3 x 8.8 x 0.71 inches,acer,Chromebook Spin,714
"acer Swift 3 Thin & Light Laptop, 14"" FHD Display, Intel EVO Core i7-1165G7 Processor, 8GB RAM, 512GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Backlit Keyboard, Windows 11 Home",515.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41jxwlks3AL.jpg; https://m.media-amazon.com/images/I/412oV7IxmcS.jpg; https://m.media-amazon.com/images/I/411-MdgzGiS.jpg; https://m.media-amazon.com/images/I/21AyUnDA5fL.jpg; https://m.media-amazon.com/images/I/21xImfqVSML.jpg; https://m.media-amazon.com/images/I/41JhoWkb-nL.jpg; https://m.media-amazon.com/images/I/31ga1jIbnqS.jpg,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz intel_core_i7_1165g7,4,8 GB LPDDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,Solid State,"Bluetooth, 802.11ax",,Windows 11 Home,2.65 pounds,0.63 x 12.73 x 8.62 inches,acer,Acer Swift 3,Acer Swift 3
"acer Nitro 5 AN517-42 Gaming Laptop | AMD Ryzen 7 6800H | GeForce RTX 3070 | 17.3"" FHD (1920 x 1080) 16:9 144Hz Screen | 16GB DDR5 RAM | 1TB SSD | Windows 11 | RGB Backlit Keyboard | Black | TWE","1,084.",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41PD8G5gptL.jpg; https://m.media-amazon.com/images/I/41LcwXvbUwL.jpg; https://m.media-amazon.com/images/I/417Exh7pNpL.jpg; https://m.media-amazon.com/images/I/41-J4F+mm0L.jpg; https://m.media-amazon.com/images/I/31ofp8xuRxL.jpg; https://m.media-amazon.com/images/I/31KN0OeKP1L.jpg; https://m.media-amazon.com/images/I/41j-CMr8bzL.jpg,17.3 Inches,1920 x 1080 pixels,1920x1080 Pixels,3.2 GHz amd_ryzen_7,8,16 GB DDR5,DDR5 RAM,AMD,Intel,1 TB SSD,,Solid State,802.11ax,,Windows 11 Home,6.61 pounds,15.8 x 10.2 x 0.78 inches,acer,AMD Ryzen 7 6800H,AMD
"Acer Predator Helios 16 Gaming Laptop | 13th Gen Intel Core i7-13700HX | NVIDIA GeForce RTX 4060 | 16"" 2560 x 1600 165Hz G-SYNC Display | 16GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6E | PH16-71-74UU",598.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41yuInJj0VL.jpg; https://m.media-amazon.com/images/I/51ZZBRRaNIL.jpg; https://m.media-amazon.com/images/I/51m85z8KepL.jpg; https://m.media-amazon.com/images/I/51uT9H6MZ1L.jpg; https://m.media-amazon.com/images/I/51Vj7JdnDHL.jpg; https://m.media-amazon.com/images/I/510dofrJRjL.jpg,16 Inches,2560 x 1600 pixels,2560x1600,5 GHz apple_ci7,16,16 GB DDR5,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,1 TB,Serial ATA-300,"Bluetooth, 802.11ax",5,Windows 11 Home,5.73 pounds,14.15 x 0.98 x 10.88 inches,acer,PH16-71-74UU,NH.QJQAA.001
"acer 2024 Chromebook Plus 514 Touchscreen Laptop, Intel 8-Core i3-N305, 8GB LPDDR5, 512GB SSD, 14"" FHD IPS Touch Display, Wi-Fi 6E, FHD 1080P Webcam, SD Card Reader, Chrome OS, Cefesfy Design Mouse",299.,4.6 out of 5 stars,https://m.media-amazon.com/images/I/41pDumQaz+L.jpg; https://m.media-amazon.com/images/I/41LZKBPu6uL.jpg; https://m.media-amazon.com/images/I/41NJhRm66QL.jpg; https://m.media-amazon.com/images/I/41XcNEupy3L.jpg; https://m.media-amazon.com/images/I/31dAYpkFBwL.jpg; https://m.media-amazon.com/images/I/31iytS+DtEL.jpg,14 Inches,1920 x 1080 pixels,1920x1080 Pixels,3.8 GHz celeron,8,8 GB LPDDR5,DDR5 RAM,Intel UHD Graphics,Intel,512 GB SSD,,Serial ATA,802.11ax,4,Chrome OS,3.15 pounds,12.87 x 0.81 x 8.86 inches,acer,acer Chromebook Plus 514 Touchscreen Laptop,Acer Chromebook Laptop
